Rank,Pokemon,Usage %,Raw Count,Raw %,Real Count,Real %,Generation
123,Dudunsparce,0.40910,11997,0.409,9099,0.398,9
124,Tatsugiri,0.34161,10018,0.342,7614,0.333,9
125,Krookodile,0.34130,10009,0.341,7625,0.333,5
126,Dachsbun,0.33998,9970,0.340,7398,0.323,9
127,Drednaw,0.33895,9940,0.339,7290,0.319,8
128,Klefki,0.33629,9862,0.336,8465,0.370,6
129,Chansey,0.32415,9506,0.324,6844,0.299,1
130,Florges,0.32354,9488,0.324,7111,0.311,6
131,Bronzong,0.32054,9400,0.321,7579,0.331,4
132,Farigiraf,0.31307,9181,0.313,6834,0.299,9
133,Indeedee-F,0.30744,9016,0.307,7391,0.323,8
134,Rotom-Mow,0.30185,8852,0.302,7395,0.323,4
135,Primeape,0.29732,8719,0.297,6707,0.293,1
136,Dragalge,0.29282,8587,0.293,6829,0.299,6
137,Altaria,0.29196,8562,0.292,6485,0.284,6
138,Appletun,0.28981,8499,0.290,6289,0.275,8
139,Eelektross,0.28627,8395,0.286,6672,0.292,5
140,Mismagius,0.28484,8353,0.285,6357,0.278,4
141,Clawitzer,0.26305,7714,0.263,6146,0.269,6
142,Glaceon,0.26100,7654,0.261,5579,0.244,4
143,Drifblim,0.25725,7544,0.257,5768,0.252,4
144,Froslass,0.25237,7401,0.252,6285,0.275,4
145,Ursaring,0.24559,7202,0.246,5493,0.240,2
146,Hariyama,0.24531,7194,0.245,5539,0.242,3
147,Leafeon,0.23338,6844,0.233,5149,0.225,4
148,Cryogonal,0.22369,6560,0.224,4972,0.217,5
149,Mabosstiff,0.21510,6308,0.215,4631,0.202,9
150,Lilligant,0.21118,6193,0.211,4577,0.200,8
151,Zangoose,0.20975,6151,0.210,4430,0.194,3
152,Pikachu,0.20480,6006,0.205,4366,0.191,7
153,Houndoom,0.20221,5930,0.202,4533,0.198,6
154,Toxicroak,0.19952,5851,0.200,4329,0.189,4
155,Mudsdale,0.19249,5645,0.192,4609,0.202,7
156,Gogoat,0.19035,5582,0.190,4048,0.177,6
157,Spiritomb,0.18844,5526,0.188,4365,0.191,4
158,Slaking,0.18762,5502,0.188,4336,0.190,3
159,Coalossal,0.18431,5405,0.184,4322,0.189,8
160,Bombirdier,0.18376,5389,0.184,4178,0.183,9
161,Beartic,0.18220,5343,0.182,3923,0.172,5
162,Lycanroc,0.18175,5330,0.182,4144,0.181,7
163,Ampharos,0.18049,5293,0.180,4001,0.175,6
164,Murkrow,0.17984,5274,0.180,4136,0.181,2
165,Muk,0.17415,5107,0.174,4139,0.181,7
166,Klawf,0.16828,4935,0.168,3738,0.163,9
167,Honchkrow,0.16515,4843,0.165,3689,0.161,4
168,Eiscue,0.16436,4820,0.164,3335,0.146,8
169,Crabominable,0.16378,4803,0.164,3509,0.153,7
170,Tropius,0.16187,4747,0.162,3543,0.155,3
171,Komala,0.15086,4424,0.151,3451,0.151,7
172,Braviary,0.14905,4371,0.149,3333,0.146,8
173,Scyther,0.14898,4369,0.149,3240,0.142,1
174,Palossand,0.14619,4287,0.146,3339,0.146,7
175,Raichu,0.14550,4267,0.146,3207,0.140,7
176,Cacturne,0.14295,4192,0.143,3157,0.138,3
177,Lurantis,0.14264,4183,0.143,3051,0.133,7
178,Luxray,0.13899,4076,0.139,3072,0.134,4
179,Vivillon,0.13504,3960,0.135,2999,0.131,6
180,Medicham,0.12695,3723,0.127,2787,0.122,6
181,Flareon,0.12474,3658,0.125,2769,0.121,1
182,Sawsbuck,0.12351,3622,0.124,2628,0.115,5
183,Rotom-Frost,0.12303,3608,0.123,2703,0.118,4
184,Electrode,0.12180,3572,0.122,2976,0.130,8
185,Jumpluff,0.11863,3479,0.119,2754,0.120,2
186,Squawkabilly,0.11618,3407,0.116,2643,0.116,9
187,Venomoth,0.10677,3131,0.107,2327,0.102,1
188,Dunsparce,0.10329,3029,0.103,2278,0.100,2
189,Sandaconda,0.09712,2848,0.097,2420,0.106,8
190,Pyroar,0.08770,2572,0.088,1906,0.083,6
191,Oricorio-Sensu,0.08658,2539,0.087,1894,0.083,7
192,Qwilfish,0.08477,2486,0.085,2067,0.090,8
193,Bruxish,0.08303,2435,0.083,1804,0.079,7
194,Wugtrio,0.07880,2311,0.079,1749,0.076,9
195,Kricketune,0.07765,2277,0.078,1865,0.082,4
196,Hattrem,0.07563,2218,0.076,1952,0.085,8
197,Camerupt,0.07539,2211,0.075,1687,0.074,6
198,Naclstack,0.07522,2206,0.075,1688,0.074,9
199,Oricorio-Pom-Pom,0.07468,2190,0.075,1654,0.072,7
200,Flapple,0.07185,2107,0.072,1566,0.068,8
201,Dugtrio,0.07123,2089,0.071,1704,0.074,7
202,Copperajah,0.07021,2059,0.070,1546,0.068,8
203,Lycanroc-Midnight,0.06919,2029,0.069,1424,0.062,7
204,Magneton,0.06646,1949,0.066,1563,0.068,1
205,Oricorio,0.06609,1938,0.066,1441,0.063,7
206,Persian,0.06469,1897,0.065,1515,0.066,7
207,Falinks,0.06448,1891,0.064,1351,0.059,8
208,Wigglytuff,0.06268,1838,0.063,1458,0.064,1
209,Vespiquen,0.06097,1788,0.061,1393,0.061,4
210,Basculin,0.06029,1768,0.060,1315,0.057,8
211,Whiscash,0.05998,1759,0.060,1372,0.060,3
212,Haunter,0.05855,1717,0.059,1335,0.058,1
213,Greedent,0.05592,1640,0.056,1228,0.054,8
214,Passimian,0.05531,1622,0.055,1273,0.056,7
215,Skuntank,0.05487,1609,0.055,1257,0.055,4
216,Dedenne,0.05384,1579,0.054,1242,0.054,6
217,Sudowoodo,0.05047,1480,0.050,1131,0.049,2
218,Seviper,0.04842,1420,0.048,1106,0.048,3
219,Pachirisu,0.04777,1401,0.048,1090,0.048,4
220,Gumshoos,0.04685,1374,0.047,877,0.038,7
221,Flittle,0.04147,1216,0.041,852,0.037,9
222,Perrserker,0.03921,1150,0.039,855,0.037,8
223,Banette,0.03788,1111,0.038,865,0.038,6
224,Swalot,0.03765,1104,0.038,892,0.039,3
225,Rotom-Fan,0.03523,1033,0.035,829,0.036,4
226,Tauros-Paldea-Combat,0.03516,1031,0.035,768,0.034,9
227,Oinkologne,0.03403,998,0.034,712,0.031,9
228,Misdreavus,0.03376,990,0.034,781,0.034,2
229,Lumineon,0.03113,913,0.031,720,0.031,4
230,Crocalor,0.03079,903,0.031,718,0.031,9
231,Gothitelle,0.03035,890,0.030,670,0.029,5
232,Hypno,0.02943,863,0.029,678,0.030,1
233,Rotom,0.02820,827,0.028,665,0.029,4
234,Girafarig,0.02813,825,0.028,643,0.028,2
235,Oranguru,0.02684,787,0.027,647,0.028,7
236,Delibird,0.02626,770,0.026,584,0.026,2
237,Sunflora,0.02445,717,0.024,537,0.023,2
238,Pineco,0.02421,710,0.024,681,0.030,2
239,Magnemite,0.02145,629,0.021,605,0.026,1
240,Grumpig,0.01913,561,0.019,389,0.017,3
241,Stonjourner,0.01893,555,0.019,409,0.018,8
242,Vigoroth,0.01691,496,0.017,357,0.016,3
243,Oricorio-Pa'u,0.01586,465,0.016,316,0.014,7
244,Luvdisc,0.01558,457,0.016,333,0.015,3
245,Phanpy,0.01521,446,0.015,335,0.015,2
246,Hatenna,0.01367,401,0.014,353,0.015,8
247,Surskit,0.01350,396,0.014,359,0.016,3
248,Stantler,0.01347,395,0.013,311,0.014,2
249,Dragonair,0.01320,387,0.013,294,0.013,1
250,Voltorb,0.01228,360,0.012,347,0.015,8
251,Glalie,0.01224,359,0.012,270,0.012,6
252,Eevee,0.01193,350,0.012,274,0.012,7
253,Starly,0.01193,350,0.012,268,0.012,4
254,Riolu,0.01193,350,0.012,251,0.011,4
255,Oinkologne-F,0.01149,337,0.011,234,0.010,9
256,Wooper,0.01071,314,0.011,255,0.011,9
257,Toedscool,0.01026,301,0.010,249,0.011,9
258,Glimmet,0.01020,299,0.010,266,0.012,9
259,Arctibax,0.00914,268,0.009,165,0.007,9
260,Lechonk,0.00883,259,0.009,206,0.009,9
261,Drifloon,0.00866,254,0.009,247,0.011,4
262,Wooper-Paldea,0.00852,250,0.009,191,0.008,9
263,Rolycoly,0.00812,238,0.008,230,0.010,8
264,Numel,0.00750,220,0.008,180,0.008,3
265,Carkol,0.00747,219,0.007,185,0.008,8
266,Floragato,0.00720,211,0.007,177,0.008,9
267,Wattrel,0.00689,202,0.007,140,0.006,9
268,Shelgon,0.00668,196,0.007,145,0.006,3
269,Morgrem,0.00665,195,0.007,159,0.007,8
270,Frogadier,0.00638,187,0.006,148,0.006,6
271,Fraxure,0.00627,184,0.006,139,0.006,5
272,Bonsly,0.00617,181,0.006,150,0.007,4
273,Raboot,0.00607,178,0.006,134,0.006,8
274,Stunky,0.00600,176,0.006,169,0.007,4
275,Greavard,0.00597,175,0.006,130,0.006,9
276,Tinkatuff,0.00576,169,0.006,146,0.006,9
277,Magikarp,0.00573,168,0.006,139,0.006,1
278,Quaxly,0.00563,165,0.006,121,0.005,9
279,Gastly,0.00549,161,0.005,123,0.005,1
280,Fuecoco,0.00542,159,0.005,134,0.006,9
281,Psyduck,0.00539,158,0.005,139,0.006,1
282,Pawniard,0.00525,154,0.005,143,0.006,5
283,Tarountula,0.00522,153,0.005,140,0.006,9
284,Nacli,0.00498,146,0.005,125,0.005,9
285,Pichu,0.00491,144,0.005,114,0.005,2
286,Jigglypuff,0.00481,141,0.005,115,0.005,1
287,Bronzor,0.00430,126,0.004,106,0.005,4
288,Zorua,0.00396,116,0.004,66,0.003,8
289,Gabite,0.00392,115,0.004,87,0.004,4
290,Dolliv,0.00389,114,0.004,78,0.003,9
291,Sliggoo,0.00382,112,0.004,97,0.004,8
292,Sunkern,0.00379,111,0.004,84,0.004,2
293,Azurill,0.00365,107,0.004,91,0.004,3
294,Zweilous,0.00355,104,0.004,84,0.004,5
295,Shroomish,0.00338,99,0.003,78,0.003,3
296,Finizen,0.00327,96,0.003,67,0.003,9
297,Drakloak,0.00321,94,0.003,66,0.003,8
298,Foongus,0.00307,90,0.003,67,0.003,5
299,Flaaffy,0.00307,90,0.003,66,0.003,2
300,Sprigatito,0.00303,89,0.003,75,0.003,9
301,Marill,0.00300,88,0.003,79,0.003,2
302,Eelektrik,0.00290,85,0.003,74,0.003,5
303,Quaxwell,0.00283,83,0.003,72,0.003,9
304,Pawmo,0.00266,78,0.003,60,0.003,9
305,Snom,0.00263,77,0.003,61,0.003,8
306,Cufant,0.00259,76,0.003,69,0.003,8
307,Fletchinder,0.00246,72,0.002,61,0.003,6
308,Charmeleon,0.00246,72,0.002,66,0.003,1
309,Krokorok,0.00246,72,0.002,60,0.003,5
310,Sinistea,0.00242,71,0.002,53,0.002,8
311,Tandemaus,0.00225,66,0.002,51,0.002,9
312,Rufflet,0.00222,65,0.002,52,0.002,5
313,Venonat,0.00222,65,0.002,50,0.002,1
314,Rockruff,0.00222,65,0.002,57,0.002,7
315,Staravia,0.00222,65,0.002,26,0.001,4
316,Salandit,0.00218,64,0.002,55,0.002,7
317,Swablu,0.00218,64,0.002,54,0.002,3
318,Drowzee,0.00215,63,0.002,35,0.002,1
319,Larvesta,0.00211,62,0.002,44,0.002,5
320,Diglett,0.00211,62,0.002,55,0.002,7
321,Froakie,0.00208,61,0.002,52,0.002,6
322,Slowpoke,0.00198,58,0.002,48,0.002,8
323,Yungoos,0.00198,58,0.002,45,0.002,7
324,Meowth,0.00198,58,0.002,44,0.002,8
325,Mareanie,0.00191,56,0.002,45,0.002,7
326,Ralts,0.00191,56,0.002,51,0.002,3
327,Axew,0.00177,52,0.002,37,0.002,5
328,Bergmite,0.00174,51,0.002,39,0.002,6
329,Wiglett,0.00167,49,0.002,43,0.002,9
330,Sneasel,0.00167,49,0.002,39,0.002,8
331,Shroodle,0.00157,46,0.002,41,0.002,9
332,Fidough,0.00157,46,0.002,34,0.001,9
333,Charmander,0.00157,46,0.002,40,0.002,1
334,Pupitar,0.00157,46,0.002,36,0.002,2
335,Kirlia,0.00153,45,0.002,35,0.002,3
336,Charcadet,0.00153,45,0.002,35,0.002,9
337,Skrelp,0.00150,44,0.002,38,0.002,6
338,Cacnea,0.00150,44,0.002,37,0.002,3
339,Mankey,0.00147,43,0.001,31,0.001,1
340,Croagunk,0.00147,43,0.001,30,0.001,4
341,Applin,0.00143,42,0.001,39,0.002,8
342,Snover,0.00143,42,0.001,37,0.002,4
343,Shellos,0.00140,41,0.001,28,0.001,4
344,Toxel,0.00140,41,0.001,19,0.001,8
345,Cetoddle,0.00136,40,0.001,23,0.001,9
346,Impidimp,0.00136,40,0.001,35,0.002,8
347,Corvisquire,0.00133,39,0.001,30,0.001,8
348,Flabebe,0.00133,39,0.001,19,0.001,6
349,Varoom,0.00130,38,0.001,33,0.001,9
350,Buizel,0.00130,38,0.001,25,0.001,4
351,Nymble,0.00130,38,0.001,35,0.002,9
352,Shellder,0.00123,36,0.001,30,0.001,1
353,Pawmi,0.00119,35,0.001,29,0.001,9
354,Scorbunny,0.00119,35,0.001,28,0.001,8
355,Zorua-Hisui,0.00113,33,0.001,9,0.000,8
356,Skiploom,0.00109,32,0.001,23,0.001,2
357,Wingull,0.00109,32,0.001,25,0.001,3
358,Gimmighoul,0.00109,32,0.001,28,0.001,9
359,Dratini,0.00099,29,0.001,21,0.001,1
360,Hippopotas,0.00099,29,0.001,27,0.001,4
361,Igglybuff,0.00099,29,0.001,22,0.001,2
362,Gible,0.00099,29,0.001,27,0.001,4
363,Spewpa,0.00095,28,0.001,25,0.001,6
364,Hoppip,0.00095,28,0.001,25,0.001,2
365,Meditite,0.00092,27,0.001,16,0.001,3
366,Bagon,0.00092,27,0.001,20,0.001,3
367,Tadbulb,0.00092,27,0.001,25,0.001,9
368,Happiny,0.00092,27,0.001,23,0.001,4
369,Bramblin,0.00092,27,0.001,24,0.001,9
370,Smoliv,0.00089,26,0.001,18,0.001,9
371,Bounsweet,0.00089,26,0.001,15,0.001,7
372,Makuhita,0.00085,25,0.001,23,0.001,3
373,Shuppet,0.00085,25,0.001,22,0.001,3
374,Sandygast,0.00085,25,0.001,20,0.001,7
375,Tinkatink,0.00085,25,0.001,24,0.001,9
376,Rellor,0.00085,25,0.001,21,0.001,9
377,Growlithe,0.00085,25,0.001,22,0.001,8
378,Snorunt,0.00078,23,0.001,21,0.001,3
379,Fletchling,0.00075,22,0.001,20,0.001,6
380,Frigibax,0.00075,22,0.001,21,0.001,9
381,Floette,0.00075,22,0.001,17,0.001,6
382,Luxio,0.00072,21,0.001,19,0.001,4
383,Spoink,0.00072,21,0.001,15,0.001,3
384,Scatterbug,0.00072,21,0.001,18,0.001,6
385,Goomy,0.00068,20,0.001,13,0.001,6
386,Capsakid,0.00068,20,0.001,16,0.001,9
387,Kricketot,0.00065,19,0.001,17,0.001,4
388,Teddiursa,0.00061,18,0.001,16,0.001,2
389,Mudbray,0.00058,17,0.001,12,0.001,7
390,Chewtle,0.00058,17,0.001,12,0.001,8
391,Combee,0.00058,17,0.001,14,0.001,4
392,Skiddo,0.00055,16,0.001,11,0.000,6
393,Clauncher,0.00055,16,0.001,13,0.001,6
394,Barboach,0.00055,16,0.001,15,0.001,3
395,Noibat,0.00055,16,0.001,15,0.001,6
396,Steenee,0.00055,16,0.001,7,0.000,7
397,Fomantis,0.00055,16,0.001,14,0.001,7
398,Gothita,0.00051,15,0.001,11,0.000,5
399,Litleo,0.00051,15,0.001,10,0.000,6
400,Gulpin,0.00048,14,0.000,11,0.000,3
401,Dreepy,0.00048,14,0.000,11,0.000,8
402,Arrokuda,0.00048,14,0.000,9,0.000,8
403,Rookidee,0.00048,14,0.000,8,0.000,8
404,Deino,0.00044,13,0.000,13,0.001,5
405,Grimer,0.00044,13,0.000,13,0.001,7
406,Maschiff,0.00041,12,0.000,7,0.000,9
407,Shinx,0.00041,12,0.000,12,0.001,4
408,Skwovet,0.00041,12,0.000,10,0.000,8
409,Sandile,0.00038,11,0.000,11,0.000,5
410,Deerling,0.00038,11,0.000,11,0.000,5
411,Larvitar,0.00034,10,0.000,9,0.000,2
412,Finneon,0.00034,10,0.000,8,0.000,4
413,Crabrawler,0.00034,10,0.000,9,0.000,7
414,Silicobra,0.00027,8,0.000,8,0.000,8
415,Mareep,0.00027,8,0.000,7,0.000,2
416,Gothorita,0.00024,7,0.000,4,0.000,5
417,Slakoth,0.00024,7,0.000,6,0.000,3
418,Petilil,0.00024,7,0.000,7,0.000,5
419,Tynamo,0.00024,7,0.000,4,0.000,5
420,Meowth-Galar,0.00020,6,0.000,6,0.000,8
421,Houndour,0.00017,5,0.000,5,0.000,2
422,Cubchoo,0.00014,4,0.000,3,0.000,5
