Rank,Pokemon,Usage %,Raw Count,Raw %,Real Count,Real %,Generation
693,Houndour,0.00040,8,0.000,6,0.000,2
694,Sobble,0.00040,8,0.000,8,0.001,8
695,Applin,0.00040,8,0.000,8,0.001,8
696,Foongus,0.00040,8,0.000,3,0.000,5
697,Skiploom,0.00040,8,0.000,7,0.000,2
698,Maschiff,0.00040,8,0.000,7,0.000,9
699,Bramblin,0.00040,8,0.000,3,0.000,9
700,Rolycoly,0.00040,8,0.000,6,0.000,8
701,Jangmo-o,0.00035,7,0.000,5,0.000,7
702,Poochyena,0.00035,7,0.000,2,0.000,3
703,Bounsweet,0.00035,7,0.000,7,0.000,7
704,Toxel,0.00035,7,0.000,5,0.000,8
705,Larvitar,0.00035,7,0.000,6,0.000,2
706,Exeggcute,0.00030,6,0.000,5,0.000,1
707,Geodude-Alola,0.00030,6,0.000,6,0.000,7
708,Impidimp,0.00030,6,0.000,5,0.000,8
709,Chinchou,0.00030,6,0.000,4,0.000,2
710,Mareep,0.00030,6,0.000,4,0.000,2
711,Silicobra,0.00030,6,0.000,6,0.000,8
712,Sandshrew,0.00025,5,0.000,4,0.000,7
713,Diglett-Alola,0.00025,5,0.000,4,0.000,7
714,Pawmo,0.00025,5,0.000,5,0.000,9
715,Flabebe,0.00025,5,0.000,4,0.000,6
716,Crabrawler,0.00025,5,0.000,5,0.000,7
717,Drizzile,0.00025,5,0.000,3,0.000,8
718,Ducklett,0.00025,5,0.000,5,0.000,5
719,Gothita,0.00020,4,0.000,4,0.000,5
720,Meditite,0.00020,4,0.000,3,0.000,3
721,Fidough,0.00020,4,0.000,3,0.000,9
722,Cubchoo,0.00020,4,0.000,3,0.000,5
723,Arrokuda,0.00020,4,0.000,4,0.000,8
724,Chespin,0.00020,4,0.000,3,0.000,6
725,Tadbulb,0.00020,4,0.000,3,0.000,9
726,Duskull,0.00020,4,0.000,1,0.000,3
727,Scatterbug,0.00020,4,0.000,1,0.000,6
728,Snover,0.00015,3,0.000,2,0.000,4
729,Quaxly,0.00015,3,0.000,3,0.000,9
730,Sandygast,0.00015,3,0.000,2,0.000,7
731,Snorunt,0.00015,3,0.000,3,0.000,3
732,Litleo,0.00015,3,0.000,3,0.000,6
733,Meowth-Alola,0.00015,3,0.000,3,0.000,8
734,Sandile,0.00015,3,0.000,3,0.000,5
735,Vibrava,0.00015,3,0.000,1,0.000,3
736,Timburr,0.00015,3,0.000,3,0.000,5
737,Slakoth,0.00010,2,0.000,2,0.000,3
738,Fennekin,0.00010,2,0.000,1,0.000,6
739,Rellor,0.00010,2,0.000,2,0.000,9
740,Grubbin,0.00010,2,0.000,2,0.000,7
741,Hoothoot,0.00010,2,0.000,2,0.000,2
742,Golett,0.00010,2,0.000,2,0.000,5
743,Fomantis,0.00010,2,0.000,2,0.000,7
744,Skiddo,0.00010,2,0.000,2,0.000,6
745,Yungoos,0.00010,2,0.000,2,0.000,7
746,Poliwag,0.00005,1,0.000,1,0.000,1
747,Frigibax,0.00005,1,0.000,1,0.000,9
748,Chewtle,0.00005,1,0.000,1,0.000,8
749,Growlithe,0.00005,1,0.000,1,0.000,8
750,Milcery,0.00005,1,0.000,1,0.000,8
751,Steenee,0.00005,1,0.000,0,0.000,7
752,Larvesta,0.00005,1,0.000,1,0.000,5
753,Rookidee,0.00005,1,0.000,1,0.000,8
754,Shinx,0.00005,1,0.000,1,0.000,4
755,Slowpoke-Galar,0.00005,1,0.000,1,0.000,8
